id,uuid,description,address,data,price,Construction year,Building condition,Asbestos certificate is available,Living area,Bedrooms,Bathrooms,Toilets,Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Inspection report of the electrical installation,Planning permission obtained,Subdivision permit,Possible priority purchase right,Flood zone type Non flood,G-score,Tenement building,Website,Surface of the plot,Connection to sewer network,Proceedings for breach of planning regulations,Latest land use designation,Double glazing
20711496.0,caaa34a8-4841-4ed1-a30e-65412a4d4edd,"trevi ghent – living by the waterthoroughly renovated, detached house with a perfectly west-facing terrace and garden, offering stunning views over the river leie and the sneppemeersen nature reserve. living here always feels like being on vacation... built in 1994 and renovated in 2021 to meet modern standards of comfort: epc rating a, 14 solar panels, air conditioning, floor heating, and sound-insulating glass. the garden was recently redesigned and provides fresh figs, blackberries, and plums in the summer. layout: spacious loft-style living room with open, fully equipped kitchen; entrance hall leading to a bright office and separate toilet; an exceptionally large master bedroom of 30 m²; a generous bathroom with double shower; laundry room; and space for a sauna or corner bath. in addition, there are three more bedrooms on the basement level.at the back of the house, you can access the leie directly by canoe or sup board—or dock your small boat. in short, a rare opportunity in this price range.",snepkaai 38             9000        —    gent,"[['Available date', 'September 23 2025 - 12:00 AM'], ['Neighbourhood or locality', 'Regio Gent Centrum - Stationsbuurt Zuid'], ['Construction year', '1994'], ['Number of floors', '2'], ['Building condition', 'As new'], ['Street frontage width', '7.5 m'], ['Number of frontages', '4'], ['Outdoor parking spaces 2'], ['Asbestos certificate is available', 'Yes'], ['Living area', '218', 'm²', 'square meters'], ['Living room surface', '45', 'm²', 'square meters'], ['Kitchen type', 'Hyper equipped'], ['Kitchen surface', '15', 'm²', 'square meters'], ['Bedrooms 4'], ['Bedroom 1 surface', '30', 'm²', 'square meters'], ['Bedroom 2 surface', '12', 'm²', 'square meters'], ['Bedroom 3 surface', '12', 'm²', 'square meters'], ['Bedroom 4 surface', '10', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 2'], ['Laundry room', 'Yes'], ['Office surface', '6', 'm²', 'square meters'], ['Office Yes'], ['Furnished', 'No'], ['Surface of the plot', '430', 'm²', 'square meters'], ['Width of the lot on the street', '13 m', 'meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Garden surface', '150', 'm²', 'square meters'], ['Terrace surface', '16', 'm²', 'square meters'], ['Terrace orientation', 'West'], ['Primary energy consumption', '89', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'A'], 'No text', ['Reference number of the EPC report', '202504220003572053-RES-A'], ['CO₂ emission', '596 kg CO₂/m²'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Heating type', 'Gas'], ['Thermic solar panels Yes'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Total ground floor buildable', '74', 'm²', 'square meters'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 1,474', '1474 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Schouwburgstraat 24', '9000', '- Gent'], ['Website', 'http://www.trevi.be'], ['External reference', '6779782']]",850000,1994,As new,Yes,218 m² square meters,4,1,2,89 kWh/m² kilowatt hour per square meters,A,596 kg CO₂/m²,Not specified,Yes,Yes,No,No,zone,A,No,http://www.trevi.be,430 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
20723407.0,c407ada3-53e3-4280-a8f4-19312b08bd10,no description,lembergsesteenweg 59             9820        —    merelbeke,"[['Primary energy consumption', 'Not specified'], ['Energy class', 'A'], [], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['Address', 'Pauline Van Pottelsberghelaan 22', '9051', '- Sint-Denijs-Westrem'], ['Website', 'http://www.bostoen.be'], [""Agent's name"", 'Simon Herremans'], ['E-mail', 'bostoen.vppm@starringjane.com'], ['Phone number', '+32 479 29 39 32'], ['External reference', 'P-VK2227-5esUh4Rz']]",from 366500 to 645500,,,,,,,,Not specified,A,Not specified,Not specified,Not specified,,,,,,,http://www.bostoen.be,,,,,
20715589.0,0348e14e-188e-4841-8bf6-402f07414766,"cozy family home with garden and space for independent activity.in rural aspelare you can find this charming renovated house on a plot of 4 acres 35 ca. the house is fully ready to move in and combines comfortable living with the possibility of independent activity thanks to the separate office, studio or commercial space at the front, accessible via a private entrance.inside you will find a cozy living space, a fully equipped kitchen overlooking the walled garden, a separate toilet, garage and storage space. on the second floor there are four spacious bedrooms and a bathroom. the attic floor, accessible via a fixed staircase, offers space for additional rooms or a hobby room. a cellar is also available. outside you will enjoy a beautifully landscaped garden with terrace and pergola. there is also the possibility of a driveway with several parking spaces. this property is ideal for those who want to combine living and working in a quiet environment. interested? call katrien for an appointment 0473/42.76.99. - katrien@cornelis-partners.beasking price: € 385,000",geraardsbergsesteenweg 306             9400        —    ninove,"[['Construction year', '1952'], ['Building condition', 'Good'], ['Number of frontages', '3'], ['Covered parking spaces 1'], ['Surroundings type Urban'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '275', 'm²', 'square meters'], ['Living room surface', '18', 'm²', 'square meters'], ['Dining room surface', '31', 'm²', 'square meters'], ['Kitchen type', 'Hyper equipped'], ['Bedrooms 4'], ['Bedroom 1 surface', '15', 'm²', 'square meters'], ['Bedroom 2 surface', '14', 'm²', 'square meters'], ['Bedroom 3 surface', '19', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 2'], ['Laundry room', 'Yes'], ['Office Yes'], ['Professional space surface', '35', 'm²', 'square meters'], ['Professional space Yes'], ['Basement Yes'], ['Furnished', 'No'], ['Surface of the plot', '430', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'No'], ['Terrace Yes'], ['Terrace orientation', 'South West'], ['Primary energy consumption', 'Not specified'], ['Energy class', 'D'], [], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['Heat pump Yes'], ['Thermic solar panels Yes'], ['Possible priority purchase right No'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 607', '607 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Oudenaardsestraat 36', '9500', '- Geraardsbergen'], ['Website', 'http://www.cornelis-partners.be'], ['External reference', '6785589']]",385000,1952,Good,Not specified,275 m² square meters,4,1,2,Not specified,D,Not specified,Not specified,Yes,,,No,,A,No,http://www.cornelis-partners.be,430 m² square meters,Connected,,"Living area (residential, urban or rural)",
20726298.0,399cb952-0897-427b-9436-42f332262c87,"large new construction house, wind and watertight. resale without vat!!!  discover this wind and watertight newly built house that is bright, spacious and modern. and gives the connection to the outdoors and nature.  this house is sold wind-and waterproof and can be finished to your taste. details can be viewed together in case of interest and after a tour.  this property gives the opportunity to purchase a (large) new home, where vat has already been paid!  the property is ideally located in the pleasant and rural village of ramskapelle (zip code nieuwpoort!), a stone's throw from nieuwpoort-bad and city, but also diksmuide, middelkerke, ostend are within reach. and also at the entrance/exit of the e40 (nieuwpoort)!  main features:  largegarage with space and connections,  beautiful driveway/front yard possible,  deep living space with open kitchen,  connection to the outside through large windows,  indoor/outdoor living in summer,  storage (laundry room),  downstairs bathroom,  large upstairs with 3 bedrooms and nice large bathroom,  2 toilets,  nice roof terrace attached to the bedroom, overlooking the garden, but with the necessary privacy,  no vat to pay,  epc a+,    for more info or a visit:  karel@home4you.be 0470342025  available 7/7. also after office hours.",ramskapellestraat 56e             8620        —    nieuwpoort,"[['Available as of', 'After signing the deed'], ['Construction year', '2022'], ['Number of frontages', '2'], ['Covered parking spaces 3'], ['Asbestos certificate is available', 'No'], ['Living area', '200', 'm²', 'square meters'], ['Bedrooms 3'], ['Bathrooms 2'], ['Toilets 2'], ['Surface of the plot', '273', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', 'Not specified'], ['Energy class', 'A+'], 'No text', ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Planning permission obtained Yes'], ['Subdivision permit Yes'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Satenrozen 6A/28', '2550', '- Kontich'], ['Website', 'http://www.home4you.be'], ['External reference', '333 - 345345912']]",398000,2022,,No,200 m² square meters,3,2,2,Not specified,A+,Not specified,Not specified,Not specified,Yes,Yes,,,,No,http://www.home4you.be,273 m² square meters,Connected,,,
20723696.0,4319ecca-8a96-4e7e-b479-9609153656bd,"beautiful modern new-build home from 2006 with a lovely city garden and terrace.  the permitted garage has been converted into a commercial space and is suitable for various purposes, currently operating as a well-established chip shop.  through the entrance hall, you enter the spacious living kitchen of 39 m² with a mezzanine, equipped with a natural stone worktop, gas stove, extractor hood, convection oven, microwave, dishwasher, and american fridge.  at the rear, there is a covered terrace with a beautiful city garden and storage room.  guest toilet on the ground floor.  on the first floor, you will find the bright living room with oak parquet flooring.  on the second floor, there are 2 spacious bedrooms and a bathroom with a vanity unit, walk-in shower, and dressing room.  a toilet is located in the night hall.  on the third floor, you will find a large bedroom and a storage attic, with provisions in place to potentially add a second bathroom.  pellet stove in the kitchen.  in 2024, the house was equipped with 14 longi black frame solar panels of 440 wp, providing a total power of 6160 wp. equipped with a huawei hybrid inverter.  let yourself be enchanted by this gem.  for further information or to schedule a visit, please respond to the ad, and we will contact you to arrange an appointment.",lessensestraat 67             9500        —    geraardsbergen,"[['Available as of', 'After signing the deed'], ['Construction year', '2006'], ['Building condition', 'Good'], ['Asbestos certificate is available', 'Yes'], ['Living area', '223', 'm²', 'square meters'], ['Living room surface', '38', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Kitchen surface', '39', 'm²', 'square meters'], ['Bedrooms 3'], ['Bedroom 1 surface', '28', 'm²', 'square meters'], ['Bedroom 2 surface', '14', 'm²', 'square meters'], ['Bedroom 3 surface', '12', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 2'], ['Attic Yes'], ['Surface of the plot', '200', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', '128', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'B'], 'No text', ['Reference number of the EPC report', '20210303-00002381809-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 1,161', '1161 €'], ['Tenement building Yes'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Geraardsbergenstraat 13A', '9570', '- Lierde'], ['Website', 'http://www.immodesmet.be'], ['External reference', '8398 - DS25/013']]",360000,2006,Good,Yes,223 m² square meters,3,1,2,128 kWh/m² kilowatt hour per square meters,B,Not specified,Not specified,Yes,Yes,No,No,zone,A,Yes,http://www.immodesmet.be,200 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
20725488.0,aad9fa6f-a353-47c1-892f-88ff0672e9eb,"house with commercial space for renovation for sale in the center of zulte   this property with a commercial space is very strategically located on statiestraat in zulte. the building offers many possibilities and a lot of space.  the layout is as follows: you enter through the commercial space with storage/workshop area behind it. then we enter the living room via the stairwell, with an adjoining kitchen overlooking the garden with terrace. there is also an integrated garage. on the first floor, there is a spacious landing that can be used as a room. additionally, there are four morebedrooms and a bathroom. via an attic staircase, we reach the very spacious attic, which can be converted into a livable space.  are you interested in this property? feel free to contact karel from era bossuyt at +32490 44 30 02",statiestraat 81             9870        —    zulte,"[['Construction year', '1930'], ['Number of frontages', '3'], ['Covered parking spaces 1'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '255', 'm²', 'square meters'], ['Bedrooms 5'], ['Bathrooms 1'], ['Office No'], ['Basement Yes'], ['Furnished', 'No'], ['Armored door No'], ['Surface of the plot', '480', 'm²', 'square meters'], ['Connection to sewer network', 'Not connected'], ['Gas, water & electricity', 'Yes'], ['Terrace Yes'], ['Primary energy consumption', '998', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'F'], [], ['Reference number of the EPC report', '20231114-0003039851-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'No'], ['E-level (overall energy performance)', '998'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Electric'], ['Heat pump No'], ['Photovoltaic solar panels No'], ['Thermic solar panels No'], ['Common water heater No'], ['Double glazing', 'Yes'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'D'], ['G-score', 'C'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 1,026', '1026 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Holstraat 86', '8790', '- Waregem'], ['Website', 'http://www.era.be/bossuyt'], ['External reference', 'a0iTt000001okn3IAA']]",295000,1930,,Not specified,255 m² square meters,5,1,,998 kWh/m² kilowatt hour per square meters,F,Not specified,Not specified,No,,No,No,zone,C,No,http://www.era.be/bossuyt,480 m² square meters,Not connected,No,"Living area (residential, urban or rural)",Yes
20726487.0,c8d5b989-51ca-4eea-8c91-12f5820c7936,"sorry, there is no english translation. ruime woning in centrum geraardsbergen!  deze ruime woning is volledig instapklaar en gelegen in centrum geraardsbergen.  de gelijkvloers omvat: inkomhal, apart toilet, badkamer (lavabo en douche), keuken, living en slaapkamer beneden. er is een zeer praktische kelder.  de eerste verdieping omvat een tweede living met eetplaats keuken, badkamer (bad, dubbele lavabo, toilet) en vestiaire.  de tweede verdieping bestaat uit 2 zeer ruime slaapkamers.  het meubilair van de bovenverdieping is inbegrepen. ook mogelijkheid om het gelijkvloers als handelspand te gebruiken.  ideaal voor een grote gezinswoning. vlakbij het station en alle winkels.  epc b en elektriciteit conform!  voor een bezoek gelieve op de advertentie te reageren, wij bellen u zelf op om een afspraak in te plannen.",gaffelstraat 80             9500        —    geraardsbergen,"[['Available as of', 'After signing the deed'], ['Building condition', 'Good'], ['Number of frontages', '2'], ['Asbestos certificate is available', 'Yes'], ['Living area', '202', 'm²', 'square meters'], ['Living room surface', '23', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Kitchen surface', '11', 'm²', 'square meters'], ['Bedrooms 4'], ['Bedroom 1 surface', '27', 'm²', 'square meters'], ['Bedroom 2 surface', '18', 'm²', 'square meters'], ['Bedroom 3 surface', '11', 'm²', 'square meters'], ['Bathrooms 2'], ['Toilets 2'], ['Surface of the plot', '63', 'm²', 'square meters'], ['Width of the lot on the street', '7 m', 'meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', '146', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'B'], 'No text', ['Reference number of the EPC report', '20240505-0003236608-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Flood zone type Non flood zone'], ['P-score', 'C'], ['G-score', 'C'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Geraardsbergenstraat 13A', '9570', '- Lierde'], ['Website', 'http://www.immodesmet.be'], ['External reference', '8405 - DS24/065']]",245000,,Good,Yes,202 m² square meters,4,2,2,146 kWh/m² kilowatt hour per square meters,B,Not specified,Not specified,Yes,,,,zone,C,No,http://www.immodesmet.be,63 m² square meters,Connected,,,Yes
20675774.0,cdc71e3d-ade6-4cb9-bf07-3b792a1197e2,"neem een exclusieve kijk in dit project: https://www.youtube.com/embed/he2veu3j0rs 4 passieve nieuwbouw villawoningen met uitgestrekte tuinen die genieten van een subliem uitzicht over de vlaamse ardennen!!!  prachtig gelegen in het  pittoreske en landelijke mater !deze open bebouwingen beschikken over een uiterst groot woonvolume, een bijna energieneutraal karakter en kunnen zowel afgewerkt als wind- en waterdicht aangekocht worden.alle woningen beschikken over 2 volwaardige woonverdiepingen met een bewoonbaar volume van +/- 170 m² met lichtrijke leefruimtes, een open keuken, veel bergruimte, 3 of 4 slaapkamers, een badkamer, een zolder en een losstaande garage die ook nog voor andere doeleinden kan aangewend worden.de percelen, allen genietend van een open uitzicht over het glooiende achterliggende landschap, zijn zuidoost georiënteerd en genieten van uitgestrekte grondoppervlaktes die variëren tussen de 1188 m² en 1592 m². g-score b, p-score d. geen renovatieverplichting van toepassing.",kerkgate 91-97             9700        —    oudenaarde,"[['Primary energy consumption', 'Not specified'], ['Energy class', 'Not specified'], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['Address', 'Dokter Honore Dewolfstraat 23', '9700', '- Oudenaarde'], ['Website', 'http://www.nobels.be'], ['External reference', '9700, Kerkgate 91-97']]",from 689000 to 1150000,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,http://www.nobels.be,,,,,
20716853.0,3f7618d6-096f-436a-a979-723df42e60a6,"ruime, instapklare woning in ronse biedt een adembenemend zicht op het hotondbos, domein st. hubert en het centrum. met 3 volwaardige slaapkamers en uitbreidingsmogelijkheden naar 5 kamers dankzij de grote zolder (38m², vaste trap), is dit een ideale gezinswoning. de vernieuwde ramen, conforme elektrische installatie en asbestveiligheid maken dit een zorgeloze investering. daarnaast beschikt de woning over een ingerichte keuken, een aangename leefruimte, een badkamer, een bureauruimte en een handige berging/wasplaats. extra opslagruimte is voorzien in de ruime kelder (21m²). de zuidwestgerichte tuin garandeert zon en open uitzichten, perfect om te genieten van de rust. gelegen in een rustige straat, maar toch vlakbij het centrum en met een vlotte verbinding naar de n60 richting gent en doornik, biedt deze woning zowel comfort als potentieel. optioneel naastliggende bouwgrond aan te kopen (momenteel garages - prijs overeen te komen)! contacteer ons snel voor een bezoek en ontdek alle mogelijkheden! adres: groeneweg 66 te ronse geen renovatieplicht; p-score: a, g-score: a renovation obligation: no",groeneweg 66             9600        —    ronse,"[['Construction year', '1949'], ['Number of floors', '4'], ['Building condition', 'Good'], ['Street frontage width', '7 m'], ['Number of frontages', '2'], ['Covered parking spaces 2'], ['Asbestos certificate is available', 'Yes'], ['Living area', '164', 'm²', 'square meters'], ['Living room surface', '32', 'm²', 'square meters'], ['Kitchen surface', '6', 'm²', 'square meters'], ['Bedrooms 5'], ['Bedroom 1 surface', '9', 'm²', 'square meters'], ['Bedroom 2 surface', '14', 'm²', 'square meters'], ['Bedroom 3 surface', '11', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 1'], ['Laundry room', 'Yes'], ['Office surface', '5', 'm²', 'square meters'], ['Office Yes'], ['Basement surface', '21', 'm²', 'square meters'], ['Attic surface', '38', 'm²', 'square meters'], ['Furnished', 'No'], ['Surface of the plot', '533', 'm²', 'square meters'], ['Width of the lot on the street', '13 m', 'meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Terrace Yes'], ['Primary energy consumption', '279', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'C'], 'No text', ['Reference number of the EPC report', '20240118-0003113506-RES-1'], ['CO₂ emission', '6735 kg CO₂/m²'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Heat pump No'], ['Photovoltaic solar panels No'], ['Thermic solar panels No'], ['Planning permission obtained Yes'], ['Total ground floor buildable', '106', 'm²', 'square meters'], ['Obligation to build No'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 550', '550 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Dokter Honore Dewolfstraat 23', '9700', '- Oudenaarde'], ['Website', 'http://www.nobels.be'], ['External reference', '4044601']]",299000,1949,Good,Yes,164 m² square meters,5,1,1,279 kWh/m² kilowatt hour per square meters,C,6735 kg CO₂/m²,Not specified,Yes,Yes,No,No,zone,A,No,http://www.nobels.be,533 m² square meters,Connected,No,"Living area (residential, urban or rural)",
20695488.0,4ec5edbf-b105-4272-9263-f765f9344a5a,"in roesbrugge (a sub-municipality of poperinge), you will find this high-quality, fully renovated home! this cozy residence boasts many features such as a very favorable epc (label a), a bedroom and bathroom on the ground floor, a charming garden, and it is already fully painted white. perfectly move-in ready! the layout of this house is as follows: on the ground floor, there is an entrance hall, a downstairs bedroom (or office/storage space) with an adjoining bathroom. additionally, there is a guest toilet, a bright living room with a kitchen and a view of the garden. you also have a utility room and access to the first floor. on the first floor, there is a night hall, a second bathroom, and two bedrooms. from one bedroom, you can access the cozy roof terrace. there is also an attic, accessible via an attic ladder. curious about this pleasant spot? contact manon (0475/21 56 22) for a visit! technical features- underfloor heating on the ground floor via heat pump- solar panels installed- ventilation system c+- roof fully insulated and renewed- high-efficiency glazing throughout- electricity compliant highlights* 3 bedrooms, one of which is downstairs* 2 bathrooms* energy efficient!* already fully painted  1) urban development destination: ralc: residential area with rural character2) protected heritage:no3) listed heritage:not applicable4) inspection certificate for electricity: yes (conform)5) renovation obligation: yes or no6) flood report:the property…",bergenstraat 9             8972        —    roesbrugge,"[['Available as of', 'Immediately'], ['Number of floors', '2'], ['Building condition', 'Just renovated'], ['Number of frontages', '2'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '150', 'm²', 'square meters'], ['Living room surface', '44', 'm²', 'square meters'], ['Bedrooms 3'], ['Bedroom 1 surface', '10', 'm²', 'square meters'], ['Bedroom 2 surface', '14', 'm²', 'square meters'], ['Bedroom 3 surface', '11', 'm²', 'square meters'], ['Bathrooms 2'], ['Toilets 2'], ['Attic Yes'], ['Surface of the plot', '172', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Terrace Yes'], ['Terrace orientation', 'North East'], ['Primary energy consumption', '22', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'A'], [], ['Reference number of the EPC report', '20250425-0003586114-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Electric'], ['Heat pump Yes'], ['Photovoltaic solar panels Yes'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'D'], ['G-score', 'D'], ['Latest land use designation', 'Green area'], ['Cadastral income', '€ 153', '153 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Ieperstraat 35', '8970', '- Poperinge'], ['Website', 'http://www.immofrancois.be']]",239000,,Just renovated,Not specified,150 m² square meters,3,2,2,22 kWh/m² kilowatt hour per square meters,A,Not specified,Not specified,Yes,Yes,No,No,zone,D,No,http://www.immofrancois.be,172 m² square meters,Connected,No,Green area,Yes
20682902.0,fbfffbb0-1463-422c-a616-0f902ad51ed8,"sorry, there is no english translation. gelegen in het centrum van aalst bevindt zich dit handelshuis. met epc-score d, het gebouw bevat op de gelijkvloerse verdieping een handelsruimte(kan makkelijk naar leefruimte omgevormd worden), momenteel ingericht als kapsalon. perfect om te veranderen naar woonhuis of als investering. op de eerste verdieping bevindt zich een duplex-woonst met een woonkamer, keuken, douchekamer en 2 slaapkamers.   ideaal als woning, of als handelspand met woonst.  het handelspand met woonst is gelegen aan de 'zeshoek', kortbij het station en openbaar vervoer.  ook andere handelszaken bevinden zich in de buren, wat positief is voor de passage.  voor meer informatie of een bezoek, contacteer luc s. op het nummer 0492/46. 12. 10.",denderstraat 4             9300        —    aalst,"[['Available as of', 'After signing the deed'], ['Number of floors', '4'], ['Building condition', 'To be done up'], ['Number of frontages', '2'], ['Asbestos certificate is available', 'Yes'], ['Living area', '119', 'm²', 'square meters'], ['Kitchen type', 'Semi equipped'], ['Bedrooms 2'], ['Bathrooms 1'], ['Toilets 1'], ['Surface of the plot', '50', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', '383', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'D'], [], ['Reference number of the EPC report', '20240419-0003214595-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'No'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'C'], ['G-score', 'C'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 617', '617 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Keizersplein 71', '9300', '- Aalst'], ['Website', 'http://www.immo-zone.be'], ['External reference', '45669 - 3627532']]",169000,,To be done up,Yes,119 m² square meters,2,1,1,383 kWh/m² kilowatt hour per square meters,D,Not specified,Not specified,Yes,,No,No,zone,C,No,http://www.immo-zone.be,50 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
